Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3	Taxonomy
ASV_1091	0	1	0	15	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Oxyphotobacteria_Incertae_Sedis,f:Unknown_Family,g:Leptolyngbya_VRUC_135,s:Oculatella_sp.
ASV_1092	0	2	0	0	0	0	35	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Coleofasciculaceae,g:uncultured,s:uncultured_bacterium
ASV_1093	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	0	0	1	0	3	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Rubellimicrobium,s:uncultured_bacterium
ASV_1094	0	0	0	0	0	0	0	2	0	0	36	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Oxyphotobacteria_Incertae_Sedis,f:Unknown_Family,g:Phormidium_SAG_37.90,s:Stenomitos_tremulus
ASV_1095	7	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	3	4	0	0	0	18	1	1	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Methylobacterium-Methylorubrum,s:Methylobacterium_sp.
ASV_1096	0	0	0	1	1	0	0	0	0	2	0	0	6	9	198	51	64	2	0	0	4	6	1	1	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Rhizorhapis,s:Sphingomonas_antarctica
ASV_1097	0	0	1	0	0	0	7	6	8	3	6	0	0	0	2	0	9	7	5	2	1	3	4	2	0	1	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Pseudorhodoplanes,s:alpha_proteobacterium
ASV_1098	0	3	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	5	15	17	11	1	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:uncultured,s:uncultured_bacterium
ASV_1099	16	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	4	1	1	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales,f:Geminicoccaceae,g:Candidatus_Alysiosphaera,s:uncultured_bacterium
ASV_11	506	203	795	117	201	81	5	2	16	3	0	3	1	0	3	0	0	1	2	22	7	1	3	3	64	15	51	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Coleofasciculaceae,g:Microcoleus_Es-Yyy1400
ASV_110	0	0	0	0	1	0	0	0	3	0	30	1	1	22	5	0	6	58	74	33	84	50	64	47	2	25	18	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Micromonospora
ASV_1100	5	0	0	0	0	0	1	3	0	0	2	2	0	0	0	0	1	0	0	10	0	10	9	7	0	1	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:uncultured,s:metagenome
ASV_1101	29	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	5	0	1	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Kallotenuales,f:AKIW781,g:AKIW781,s:uncultured_bacterium
ASV_1102	1	0	0	0	0	0	5	3	1	3	1	20	2	2	0	0	0	0	2	3	2	4	5	3	0	1	1	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Frankiales,f:Geodermatophilaceae,g:Blastococcus,s:uncultured_bacterium
ASV_1103	1	1	0	0	0	0	6	5	0	6	25	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Oxyphotobacteria_Incertae_Sedis,f:Unknown_Family,g:CENA384,s:uncultured_bacterium
ASV_1104	0	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Nostocaceae,g:Scytonema_PCC-7110,s:Scytonema_hofmannii
ASV_1105	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	1	0	3	4	14	14	0	0	0	d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:metagenome
ASV_1106	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	12	11	16	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Pseudonocardia,s:uncultured_Pseudonocardia
ASV_1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	25	0	0	0	d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,s:uncultured_bacterium
ASV_1108	0	0	0	0	0	0	32	11	0	6	2	15	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:uncultured,s:uncultured_bacterium
ASV_1109	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	8	6	8	0	0	0	18	11	1	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_111	1	6	2	5	0	0	3	8	1	4	0	2	0	2	19	0	1	12	4	19	10	0	2	0	122	101	15	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Luteimonas,s:uncultured_bacterium
ASV_1110	0	4	0	0	0	0	4	11	14	4	2	3	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_1111	0	0	0	9	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Psychroglaciecola,s:metagenome
ASV_1112	0	0	0	1	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:uncultured,g:uncultured,s:uncultured_bacterium
ASV_1113	0	0	0	0	0	0	22	17	1	11	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:67-14,g:67-14,s:uncultured_bacterium
ASV_1114	0	9	2	0	0	0	0	0	0	0	1	0	2	13	15	0	1	26	1	9	11	1	4	6	0	2	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:uncultured_organism
ASV_1115	1	0	0	0	0	0	0	0	0	0	1	0	0	13	5	0	12	12	5	2	1	9	3	2	9	0	11	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:uncultured,g:uncultured,s:uncultured_Rhizobiales
ASV_1116	0	0	0	0	0	0	0	1	3	2	0	28	1	2	0	1	180	0	0	0	0	0	0	0	0	1	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s:uncultured_bacterium
ASV_1117	0	0	0	0	0	0	0	0	2	0	0	0	0	6	1	0	7	2	4	0	2	0	0	0	0	30	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:uncultured_bacterium
ASV_1118	11	22	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	2	1	0	1	0	1	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:uncultured,s:uncultured_bacterium
ASV_1119	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Erythrobacter,s:Erythrobacter_gaetbuli
ASV_112	0	0	0	0	0	0	75	79	5	74	95	39	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:Aliterella,s:Aliterella_sp.
ASV_1120	1	0	0	0	44	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1121	0	0	0	9	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:Stenotrophobacter,s:uncultured_soil
ASV_1122	0	0	0	1	0	0	4	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	35	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:Nocardioides_sp.
ASV_1123	0	0	0	30	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Limibaculum,s:uncultured_bacterium
ASV_1124	0	0	0	0	0	0	6	8	0	11	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_1125	0	0	0	1	0	0	2	1	0	0	0	1	120	11	20	2	83	4	10	3	0	0	0	0	1	14	1	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Actinoplanes,s:Micromonosporaceae_bacterium
ASV_1126	1	4	5	0	0	0	0	0	16	0	0	0	0	0	0	0	0	3	0	3	2	0	0	0	6	0	1	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,s:uncultured_bacterium
ASV_1127	15	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	7	0	1	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales,f:Geminicoccaceae,g:Candidatus_Alysiosphaera,s:uncultured_bacterium
ASV_1128	3	0	8	3	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Rubellimicrobium,s:uncultured_bacterium
ASV_1129	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5	1	2	14	1	2	1	d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Spirosomaceae,g:Spirosoma
ASV_113	0	0	0	0	0	0	99	82	24	124	3	56	2	0	0	0	0	1	0	0	2	4	1	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Ilumatobacteraceae,g:uncultured,s:uncultured_actinobacterium
ASV_1130	1	0	1	0	0	0	5	6	0	9	2	9	0	0	0	0	0	0	2	3	0	0	0	0	2	10	0	d:Bacteria,p:Deinococcota,c:Deinococci,o:Deinococcales,f:Trueperaceae,g:Truepera,s:uncultured_bacterium
ASV_1131	1	0	0	0	0	0	2	8	0	3	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_1132	0	0	2	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	11	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:uncultured_bacterium
ASV_1133	0	0	0	0	0	0	18	27	0	9	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_1134	0	0	0	0	0	0	14	7	3	11	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:B1-7BS,g:B1-7BS,s:uncultured_bacterium
ASV_1135	0	0	0	1	0	0	2	0	0	1	2	6	1	16	1	0	11	1	2	5	5	0	0	0	11	5	1	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylopilaceae,g:uncultured,s:uncultured_bacterium
ASV_1136	0	1	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	5	9	20	0	0	0	5	5	3	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:AB1,g:AB1,s:uncultured_bacterium
ASV_1137	0	0	0	0	0	0	0	2	0	0	2	0	25	7	0	0	2	3	0	2	1	8	10	14	0	2	4	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:uncultured,s:uncultured_Alphaproteobacteria
ASV_1138	0	0	0	0	0	0	3	0	0	2	2	1	1	5	0	0	2	1	0	0	3	5	18	11	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:uncultured_bacterium
ASV_1139	0	9	0	0	0	0	10	11	1	6	0	5	5	0	0	0	0	0	1	0	1	1	4	2	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Oxyphotobacteria_Incertae_Sedis,f:Unknown_Family,g:EcFYyy-200,s:uncultured_bacterium
ASV_114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	252	67	32	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Crossiella,s:uncultured_bacterium
ASV_1140	6	2	5	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	7	0	4	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,s:uncultured_bacterium
ASV_1141	0	0	0	0	0	0	0	1	0	0	0	0	0	10	55	0	6	5	8	11	5	3	3	11	0	0	0	d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Bryobacterales,f:Bryobacteraceae,g:Bryobacter,s:uncultured_bacterium
ASV_1142	1	1	0	0	0	0	0	0	0	1	0	0	0	4	9	0	15	34	10	0	1	2	7	6	13	1	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhodomicrobiaceae,g:Rhodomicrobium,s:uncultured_Alphaproteobacteria
ASV_1143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	15	0	0	0	0	0	1	0	27	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae
ASV_1144	0	2	0	0	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales,f:Geminicoccaceae,g:Candidatus_Alysiosphaera,s:uncultured_Alphaproteobacteria
ASV_1145	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	9	30	0	0	4	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,s:uncultured_bacterium
ASV_1146	0	0	0	2	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:AKYG1722,g:AKYG1722,s:uncultured_bacterium
ASV_1147	0	0	0	0	0	0	11	10	0	14	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Microvirga,s:uncultured_bacterium
ASV_1148	0	0	0	0	0	0	0	0	0	0	0	0	6	37	15	4	15	21	0	0	32	0	0	0	0	1	1	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_genavense
ASV_1149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	1	1	0	18	1	20	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Frankiales,f:Geodermatophilaceae,g:Blastococcus,s:Blastococcus_sp.
ASV_115	1	0	6	5	263	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Limibaculum,s:uncultured_bacterium
ASV_1150	9	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	6	10	2	0	6	7	3	2	4	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:uncultured,s:uncultured_bacterium
ASV_1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	23	1	21	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:D05-2,g:D05-2,s:uncultured_bacterium
ASV_1152	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	6	13	13	2	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Pseudonocardia,s:Pseudonocardia_ailaonensis
ASV_1153	0	0	1	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	2	4	2	0	0	3	12	3	4	d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:WD2101_soil_group,s:uncultured_bacterium
ASV_1154	0	0	4	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:SAR324_clade(Marine_group_B),c:SAR324_clade(Marine_group_B),o:SAR324_clade(Marine_group_B),f:SAR324_clade(Marine_group_B),g:SAR324_clade(Marine_group_B),s:uncultured_delta
ASV_1155	4	0	2	0	0	0	0	5	0	0	0	0	2	0	1	0	0	5	5	11	9	0	0	0	1	3	10	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Ellin6055,s:uncultured_bacterium
ASV_1156	7	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0	1	2	5	0	2	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:Craurococcus-Caldovatus,s:uncultured_bacterium
ASV_1157	0	1	0	0	0	0	12	8	1	4	3	7	5	0	0	0	2	0	0	0	1	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:uncultured,s:uncultured_bacterium
ASV_1158	0	0	0	0	0	0	6	8	0	2	0	6	0	1	0	0	0	0	0	0	0	8	15	13	0	0	0	d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Microtrichales,g:Microtrichales,s:uncultured_bacterium
ASV_1159	0	0	0	0	0	0	0	1	0	15	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Armatimonadota,c:Armatimonadia,o:Armatimonadales,f:Armatimonadales,g:Armatimonadales,s:uncultured_bacterium
ASV_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	317	21	4	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Crossiella,s:uncultured_bacterium
ASV_1160	0	0	0	0	0	0	0	0	0	4	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:11-24,f:11-24,g:11-24,s:uncultured_bacterium
ASV_1161	2	4	7	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	1	20	0	0	0	0	0	0	0	d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:uncultured_Gemmatimonas
ASV_1162	2	10	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	9	7	12	0	0	0	3	1	4	d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:metagenome
ASV_1163	14	4	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_1164	2	1	1	0	0	0	0	0	2	0	6	0	0	0	0	0	0	1	4	1	0	0	1	0	7	1	14	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:PMMR1,s:uncultured_bacterium
ASV_1165	15	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	2	0	4	d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:WD2101_soil_group,s:uncultured_bacterium
ASV_1166	1	9	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	13	3	6	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:uncultured,s:uncultured_bacterium
ASV_1167	8	11	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	11	11	4	0	5	3	2	0	2	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_1168	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	7	1	5	14	18	1	2	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:67-14,g:67-14,s:uncultured_bacterium
ASV_1169	0	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:uncultured,s:uncultured_bacterium
ASV_117	0	0	0	0	0	0	36	95	14	63	116	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Xenococcaceae,g:Pleurocapsa_PCC-7319,s:uncultured_compost
ASV_1170	0	0	0	0	0	0	14	6	0	10	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:11-24,f:11-24,g:11-24,s:uncultured_bacterium
ASV_1171	1	3	1	0	0	0	0	0	20	1	1	0	24	1	0	0	9	1	8	1	4	0	0	0	0	0	0	d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Bryobacterales,f:Bryobacteraceae,g:Bryobacter,s:uncultured_bacterium
ASV_1172	0	0	1	2	0	1	2	3	1	1	0	2	1	3	1	0	1	5	2	8	1	0	0	1	7	4	4	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Ideonella,s:Aquincola_sp.
ASV_1173	2	0	3	0	0	0	0	0	0	0	0	0	0	20	1	0	0	6	6	2	0	11	6	16	0	0	4	d:Bacteria,p:Actinobacteriota,c:Rubrobacteria,o:Rubrobacterales,f:Rubrobacteriaceae,g:Rubrobacter,s:uncultured_bacterium
ASV_1174	0	0	0	0	0	0	0	2	0	0	0	0	0	33	5	0	41	44	1	0	7	3	7	5	0	10	1	d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Bryobacterales,f:Bryobacteraceae,g:Bryobacter
ASV_1175	0	0	0	0	0	0	0	0	0	0	6	0	1	21	61	14	5	34	16	6	6	0	1	4	3	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:uncultured_bacterium
ASV_1176	7	16	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	2	6	5	0	0	0	2	1	1	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Kallotenuales,f:AKIW781,g:AKIW781,s:uncultured_bacterium
ASV_1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	3	0	0	0	0	0	0	0	d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Roseisolibacter,s:uncultured_bacterium
ASV_1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	20	0	0	0	d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,s:uncultured_bacterium
ASV_1179	5	12	9	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	1	5	5	0	0	0	10	3	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:uncultured,s:uncultured_bacterium
ASV_118	18	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	21	59	1	6	0	260	35	2	3	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Spirilliplanes,s:uncultured_bacterium
ASV_1180	0	0	0	0	0	0	0	3	20	5	3	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:D05-2,g:D05-2,s:uncultured_bacterium
ASV_1181	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:A4b,s:uncultured_Chloroflexi
